MhswID,IPS1,IPS2,IPS3,IPS4,IPS5,IPS6,IPS7,IPS8,SKS1,SKS2,SKS3,SKS4,SKS5,SKS6,SKS7,SKS8,P1,P2,P3,P4,P5,P6,P7,P8,AMS
113030119,3.42,2.95,2.9,3.42,3.43,3.32,2.79,3.27,15,31,55,74,95,114,133,141,0,0,87.36,75.44,78.04,78.57,0,0,0
113030120,3.19,2.54,2.92,2.56,2.94,3.12,2.86,2.64,14,24,43,56,81,98,119,141,0,0,93.77,87.55,77.93,94.29,0,0,0
113030121,2.94,2.75,2.44,2.56,2.59,2.63,3.24,2.39,14,27,42,55,68,85,107,119,0,0,91.41,72.3,97.18,88.31,0,0,0
113030124,2.56,2.94,2.6,2.5,2.42,3.11,2.82,2.5,9,22,32,46,56,74,91,113,0,0,82.53,80.85,73.14,84.58,0,0,1
113030126,2.44,2.89,2.11,3.06,2.35,3.09,3,3.05,9,18,23,39,51,74,94,113,0,0,72.89,79.69,60.46,82.42,0,0,0
113030127,3.07,2.62,2.8,3.15,3.22,2.95,2.9,2.22,14,27,41,54,74,90,113,126,0,0,91.52,81.95,92.48,93.16,0,0,0
113030128,2,3,2.56,2.27,3,2.88,2.83,3,7,14,23,38,45,53,67,77,0,0,58.36,50.52,55.43,58.29,0,0,1
113030129,2.33,2.4,1.75,3,2.64,2.25,2.36,3.4,16,26,35,47,61,71,83,93,0,0,50.71,50.52,58.02,61.15,0,0,1
113030130,3,2.79,2.63,3.1,3,3.11,2.83,3,22,34,53,74,98,116,128,141,0,0,95.33,90.28,94.97,92.86,0,0,0
113030132,2.28,3.2,2.43,3,2,2.75,2.67,2.92,18,28,42,50,57,61,70,83,0,0,90.74,66.93,79.06,62.57,0,0,1
113030133,2.62,2.78,2.65,2.84,2.81,2.85,3.1,2.72,13,22,35,54,77,95,121,132,0,0,73.43,74.82,90.99,84.29,0,0,0
113030137,1.67,2.6,2.2,2.8,3.18,3.11,2.95,2.77,2,7,15,26,47,66,89,108,0,0,87.5,79.56,90.55,92.62,0,0,0
113030138,3.06,2.37,2.2,2,2.82,2.85,2.72,3.06,18,34,40,48,74,84,102,118,0,0,53.45,50.46,86.85,76.12,0,0,0
113030141,2.36,2.56,2.33,2,2.57,2.44,2.29,2.56,11,18,27,35,49,58,70,86,0,0,61.56,54.37,61.21,66.29,0,0,1
113030142,3.44,3,1.85,2.5,3,3.67,2.61,2.86,16,19,28,44,71,92,119,141,0,0,68.87,75.43,87,95,0,0,0
113030144,2.25,2.6,1.83,2.8,3.36,2.53,2.9,2.89,6,11,21,32,53,72,93,108,0,0,78.67,69.56,83.47,84.76,0,0,0
113030145,3.67,3.68,3,3.6,3,3.17,2.56,3.1,21,40,61,86,108,126,133,140,0,0,93.06,86.54,88.12,86.56,0,0,0
113030154,2.72,2.84,2.56,3,3,1.93,2.9,1.57,25,44,60,78,80,91,101,103,0,0,90.93,55.2,40.3,27.52,0,0,1
113030155,2.28,2.38,1.93,2.67,2.07,2.76,2.43,2.08,20,36,47,59,72,89,101,111,0,0,88.69,73.56,84.19,85.5,0,0,1
113030157,2.36,2.69,2.29,2.89,3.47,2.68,2.9,3.29,8,24,28,46,69,83,101,118,0,0,92.21,85.45,93.89,92.45,0,0,1
113030162,2.6,2.75,3,2.9,2.95,2.53,2.4,2.95,11,19,31,49,74,84,96,113,0,0,87.9,80.72,83.64,91.63,0,0,0
113040045,3.3,2.95,3.15,2,2.95,3.76,3.5,2.29,20,36,56,64,86,103,116,130,0,0,84.57,89.32,90.63,96.46,0,0,1
113040005,3.65,3.58,3.3,2.84,2.65,1.5,2.2,2.57,20,39,59,78,95,101,100,105,0,0,76.25,82.33,67.37,32.84,0,0,1
113040009,3.35,3.05,3.45,3.36,3.05,3.41,4,3,18,34,56,78,100,122,135,141,0,0,94.26,96.42,97.14,92.84,0,0,0
113040015,2.25,2.26,3.17,2.84,2.55,3,3.17,2.5,10,23,48,67,95,115,130,139,0,0,94.82,97.95,97.95,98.64,0,0,0
113040019,2.25,1.84,1.8,1.38,1.91,2.79,3.11,2.74,17,27,39,42,50,61,73,92,0,0,78.48,74.04,91.81,69,0,0,1
113040021,2.7,2.95,3.1,2.73,2.24,3.07,3.67,2.67,17,33,53,72,86,100,118,124,0,0,87.52,81.45,87.68,73.33,0,0,1
113040007,3.25,3.53,2.83,3.23,1,2.33,3,2.94,17,34,52,65,71,74,93,108,0,0,76.9,64.2,36.73,25.37,0,0,1
113040006,2.3,2.25,2.2,2.36,2.25,2.63,2.25,2.79,17,30,42,53,61,69,82,96,0,0,79.59,67.22,53.13,41.68,0,0,1
113040024,3.35,3.05,3.15,2.95,2.65,3.1,3.27,3.17,20,39,59,78,98,118,133,145,0,0,81.15,92.83,95.67,95.56,0,0,0
113040025,3.45,3.53,3.5,3.73,3.21,3.57,3.47,4,14,30,55,77,101,124,136,145,0,0,96.29,96.35,93.82,92.72,0,0,0
113040036,3.65,3.74,3.6,3.23,3.23,3.33,3.54,2.4,20,39,59,81,103,121,134,139,0,0,94.46,97.85,95.54,100,0,0,0
113040037,3.05,3.26,3.9,2.82,3.1,3.48,3.6,2.6,17,36,56,78,98,119,134,139,0,0,96.86,95.9,98.69,96.54,0,0,0
113040039,2.65,2.58,2.55,2.63,2.5,3.4,2.89,2.33,20,39,53,72,92,112,127,133,0,0,90.77,94.04,96.64,87.31,0,0,0
113040044,3.35,3.84,3.41,3.27,3.1,3.55,3.33,3.5,18,37,59,78,98,120,135,139,0,0,92.23,91.5,94.73,95.89,0,0,0
113040047,2.6,2.58,2.5,2.95,3.25,3.4,3.6,2.67,14,30,53,72,98,115,130,136,0,0,92.69,93.63,97.14,88.94,0,0,1
113040041,2.4,2.44,1.67,2.37,2.24,3.24,3.14,2.78,17,33,48,67,84,101,115,124,0,0,74.69,87.97,82.47,88.21,0,0,1
113040060,2.7,3.42,3.55,3.05,3.18,3.58,2.92,3.3,16,35,59,78,100,119,129,139,0,0,96.86,96.97,96.5,96.24,0,0,1
113040066,2.25,2.07,1.6,2.77,2.63,1.33,2.09,2.77,17,28,37,50,58,61,66,76,0,0,79.12,72.76,64.29,33.02,0,0,1
113040068,3.5,3.53,3.3,3.36,3.86,4,4,3.4,20,39,59,78,100,122,135,145,0,0,93.6,97.38,97.86,95.76,0,0,0
113040054,3.05,3.53,3.5,3.21,2.82,3.25,3.85,3.22,18,37,59,78,100,117,130,139,0,0,96.36,98.21,98.04,98.9,0,0,0
113040063,3.35,3,3.64,3.18,3.1,3.29,3.87,3,18,37,59,81,101,122,137,139,0,0,92.16,94.85,97.96,95.52,0,0,0
113040067,2.06,2.13,1.75,2.85,2.36,2.67,3,3.14,14,27,35,48,65,80,100,118,0,0,77.77,85.29,87.38,90.97,0,0,0
113040055,3.5,3.37,3.36,3.32,3.1,3.57,4,3,18,37,59,81,101,124,139,141,0,0,90.04,96.12,98.76,98.1,0,0,0
113040059,2.7,2.53,2.5,2.31,2.59,2.76,3.28,2.75,20,36,56,72,89,106,127,139,0,0,78.44,75.58,87.25,80.05,0,0,1
113040042,3.5,3.68,3.25,3.32,3.4,3.89,3.47,3.4,20,39,59,81,101,120,135,145,0,0,91.2,98.01,97.55,92.45,0,0,0
113040075,2.95,2.95,2.8,3.11,3.4,3.55,3.73,3,20,36,50,66,92,114,135,141,0,0,94.82,97.74,100,98.15,0,0,0
113040074,2.8,2.89,3.4,3.42,3.05,3.55,3.15,4,15,34,59,78,100,122,135,145,0,0,93.8,97,92.32,93.33,0,0,0
113040071,3.65,3.84,3.85,3.45,3.59,4,3.62,4,20,39,59,78,100,122,135,145,0,0,95.92,96.34,96.96,94.46,0,0,0
113040048,3.45,3.26,3.6,3.18,3.55,3.35,3.8,3.67,20,39,59,75,95,118,133,139,0,0,95.56,97.31,100,100,0,0,0
113040081,2.85,2.95,2.55,3.11,3.1,3.36,3.39,3.25,18,34,53,72,95,117,135,143,0,0,93.64,97.95,98.98,98.75,0,0,0
113040083,3.9,3.84,3.4,3.55,3.23,3.74,3.7,3.43,20,39,59,81,103,122,132,139,0,0,90.18,89.52,84.54,94.21,0,0,1
113040085,3.5,3.47,3.1,3.73,3.64,3.52,3.85,3,20,39,59,81,103,124,137,139,0,0,93.52,98.21,94.44,94.33,0,0,0
113040053,2.85,2.63,2.7,3.25,2.5,3.3,3.11,2.75,20,33,53,66,83,103,121,133,0,98.98,95.4,95.23,90.69,97.76,0,0,0
113040052,2.4,2.74,2.83,2.89,2.55,3.25,2.78,2.83,14,27,48,61,86,106,124,136,0,0,94.64,92.8,91.85,97.35,0,0,1
113040030,3.2,3.74,3.14,3.05,3.25,3.5,4,3.75,18,37,59,78,98,117,132,140,0,0,80.44,95.14,95.55,90.32,0,0,0
113040040,3.7,3.84,3.55,3.23,3.1,3.43,3.67,2.5,20,39,59,81,101,122,137,141,0,0,93.44,98.21,100,94.4,0,0,0
113040092,2.9,2.95,2.7,2.95,3.1,3.55,3.13,3,20,39,53,69,95,115,133,145,0,0,91.52,98.03,95.68,98.7,0,0,0
113040097,2.33,1.69,1.93,2.54,2,2,3,2.71,19,23,31,40,74,80,92,100,0,0,89.99,85.16,100,84.52,0,0,1
113040099,3.35,2.79,3.55,3.37,3.73,3.64,3.62,4,20,33,53,72,97,119,132,139,0,0,97.88,97.01,95.48,98.04,0,0,0
113040001,2.4,2.05,2.83,2.37,2.12,3.4,3.5,2.33,17,33,54,70,81,96,113,119,0,0,85.42,87.24,91.6,87.31,0,0,1
113040091,3.15,3.16,2.5,3.18,3.25,3.71,4,3.33,20,39,53,75,101,122,137,143,0,0,84.21,94.78,89.53,92.32,0,0,0
113040093,3.5,3.21,3.6,3.59,3.22,3.42,3,3.27,17,33,53,75,95,114,132,143,0,0,93.64,97.92,91.22,96.73,0,0,0
113040065,2.45,2.89,2.83,3.31,2.5,3,2.57,2.67,14,33,54,70,90,107,127,133,0,0,88.83,96.66,95.68,88.7,0,0,1
113040096,2.85,2.68,2.85,3,3.1,3.4,2.94,3.29,20,36,56,73,90,110,128,145,0,0,93.71,96.45,95.48,99.39,0,0,0
113040086,2.9,3.11,3.55,3.23,3.45,3.36,3.77,3.5,17,36,59,78,100,122,135,139,0,0,96.86,99.17,84.39,95.95,0,0,0
113040103,2.95,2.58,2.8,2.81,2.95,3.83,3.19,2.75,17,33,53,69,95,113,131,139,0,0,84.05,78.35,77.75,92.86,0,0,0
113040105,3.9,3.84,3.85,4,3.73,3.84,4,4,20,39,59,81,103,122,135,145,0,0,98.9,99.17,97.12,100,0,0,0
113040107,2.85,2.74,2.95,3.05,3.1,3.41,3.4,3.4,20,39,56,72,92,114,135,145,0,0,94.46,97.4,96.28,97.77,0,0,0
113040108,2.95,2.79,2.8,3.37,3.1,3.64,3.67,2.5,17,30,50,66,95,117,135,139,0,0,89.27,94.46,91.9,89.47,0,0,0
113040112,1.7,2,2,2,3,2.88,2.83,2.58,6,8,13,22,36,49,73,87,0,0,57.45,78.42,90.32,88.56,0,0,1
113040113,2.17,1.75,1.83,2.14,2.18,2,2.09,2.18,19,26,61,70,78,81,90,104,0,0,75.68,71.78,45.44,29.71,0,0,1
113040116,2.65,2.37,2.35,3.05,2.93,3,2.92,2.29,18,34,53,72,89,111,124,131,0,0,75.61,85.03,84.01,78.04,0,0,1
113040117,3.2,2.95,2.8,3.53,3.1,3.36,3.53,3,20,39,53,72,95,117,135,145,0,0,90.3,98.62,95.26,98.03,0,0,0
113040120,3.4,3.42,3.4,3.59,3.45,3.53,3.38,4,20,39,56,78,103,122,135,145,0,0,96.86,99.17,86.01,98.09,0,0,0
113040122,3.6,3.26,3.85,3.77,3.45,3.26,3.31,3.5,20,39,59,81,103,122,135,139,0,0,96.86,98.12,95.08,96.86,0,0,0
113040123,2.95,2.95,2.95,2.79,2.95,3.3,3.4,2.75,20,39,56,72,92,112,133,141,0,0,89.64,92.74,94.24,96.65,0,0,0
113040124,3.35,3.11,2.95,3.26,3.85,3.05,3.72,2.67,17,33,50,69,95,115,133,139,0,0,87.08,92.01,89.36,89.52,0,0,0
113040125,2.6,2.84,2.14,2.75,3.14,3.41,2.22,2.5,17,36,47,63,83,100,118,124,0,0,75.7,85.17,78.07,82.32,0,0,1
113040127,3.4,3.26,3.4,3.45,3.73,3.38,3.46,4,20,39,59,81,103,124,137,145,0,0,90.66,93.07,93.37,94.33,0,0,0
113040130,2.45,2.63,2.8,3.11,3.25,2.95,3.13,3.3,8,24,40,56,82,101,125,135,0,0,92.54,93.94,95.48,96.57,0,0,1
113040131,3.25,3,2.5,2.64,2.8,3.05,3.67,2.67,18,37,53,75,95,112,133,139,0,0,88.26,79.42,86.05,91.37,0,0,0
113040132,3.2,3.47,3.4,2.82,3.09,2.89,3.46,3.6,20,39,56,72,94,110,129,139,0,0,83.33,86.43,89.7,93.96,0,0,0
113040134,2.55,3.21,3.4,3.32,3.09,3.42,3.77,3.5,17,36,59,81,103,122,135,143,0,0,88.36,92.7,89.04,89.67,0,0,1
113040136,3.45,2.92,3.55,3.12,3.45,3.09,3.54,3.78,20,33,53,70,92,114,127,145,0,0,91.09,89.74,93.37,86.21,0,0,0
113040137,2.5,3.21,2.55,2.63,3.25,3.57,3.13,3,7,26,56,66,92,106,116,122,0,0,76.88,73.38,79.1,84.26,0,0,1
113040139,4,3.89,3.7,3.86,4,3.26,3.73,4,20,39,59,81,101,124,139,143,0,0,94.82,98.99,95.07,98.49,0,0,0
113040144,3.2,3.26,3.7,3.45,3.59,3,3.54,3.5,20,39,59,81,103,122,135,139,0,0,94.82,98.37,94.08,92.58,0,0,1
113040147,1.65,2.37,3.12,2.46,2.95,2.36,3.25,3,13,29,46,56,76,87,103,116,0,0,70.63,47.52,85.31,89.59,0,0,1
113040150,2.3,2.95,2.33,2.79,3,3.4,3.35,2.81,17,36,51,70,88,96,116,132,0,0,86.34,94.1,92.42,81.06,0,0,1
113040155,3.75,4,3.3,3.58,3.73,3.38,3.8,4,20,39,59,81,103,124,134,139,0,0,88.45,95.41,90.18,89.14,0,0,0
113040158,1.53,1.65,1,2.7,3,1.6,1.94,2.4,7,18,25,33,52,61,78,95,0,0,71.26,69.83,98.93,79.17,0,0,1
113040162,2.65,2.06,2.2,2.12,2.17,2,3.21,2.24,20,33,44,58,76,90,110,124,0,0,91.84,86.53,85.93,89.76,0,0,1
113040168,2.05,1.6,2.67,1.94,2.25,2.47,2.24,2,17,21,39,50,67,84,98,103,0,0,79.4,77.17,76.16,82.58,0,0,1
113040181,3.35,3.53,3.85,3.73,3.45,3.75,4,3.5,20,36,56,78,100,124,137,145,0,0,98.9,99.17,96.76,94.96,0,0,0
113040233,3.75,3.89,3.85,3.91,4,3.84,4,4,20,39,59,81,103,122,135,145,0,0,94.73,95.15,90.18,91.48,0,0,0
113040234,2.7,2.95,2.95,3.05,3.05,3.05,3.38,2.7,14,33,56,75,97,113,126,136,0,0,94.9,98.84,94.79,94.98,0,0,0
113040235,2.05,2.63,2.83,2.58,3.1,3.2,3.29,2.8,10,23,41,55,77,97,114,129,0,0,93.96,92.22,93.64,95.16,0,0,0
113040240,2.85,3.68,3.55,3.5,3.45,3.33,3.85,3.33,14,33,59,81,103,124,137,143,0,0,94.66,94.22,93.01,93.13,0,0,0
113040243,3.2,3.58,3.1,3.73,3.7,3.33,3.83,3.56,20,39,59,81,101,122,134,143,0,0,87.19,97.31,90.5,94.72,0,0,0
113040244,3.35,3.42,3.55,2.73,3.25,3.06,3.67,2.33,20,39,59,81,95,109,124,128,0,0,88.21,82.96,85.03,74.09,0,0,0
113040246,3.45,3.53,3,2.73,2.95,3.63,3.17,3.14,17,36,53,72,95,114,132,139,0,0,85.49,90.83,89.15,90.31,0,0,0
113040249,3.45,3.58,3.35,3,3.47,3.57,3.38,3.57,17,33,56,73,95,109,125,132,0,0,67.63,84.86,80.87,53.98,0,0,1
113040250,2.1,1.89,2,2.18,2,2.67,2.5,2.29,14,27,36,44,52,61,78,87,0,0,78.21,62.96,15.62,64.88,0,0,1
113040253,2.8,2.1,2.85,2.21,2.8,3.32,2.81,2.58,20,27,56,67,80,99,112,127,0,0,74.62,74.33,64.86,86.87,0,0,1
113040257,3.1,3.89,3.55,3.36,2.82,3.42,2.69,4,17,36,56,78,100,119,132,136,0,0,94.82,98.8,93.19,89.05,0,0,1
113040258,2.7,2.89,2.95,3.26,3.1,2.86,3.33,4,17,36,59,78,98,120,135,139,0,0,93.8,93.14,90.74,90.15,0,0,0
113040260,3.35,3.63,2.5,2.91,3.25,3.68,3.5,3.71,20,39,53,73,101,120,132,139,0,0,75.95,74.09,86.91,79.66,0,0,1
113040264,2.1,1.86,2.11,2,2.55,1.88,2.59,3,14,18,35,41,49,54,80,88,0,0,76.06,67.52,67.07,61.68,0,0,1
113040269,2.65,2.89,2.8,2.95,3.25,3.15,3.67,2.83,17,36,59,78,98,118,133,145,0,0,86.08,83.24,89.46,94.14,0,0,0
113040270,3,3.05,3.55,3.32,3.18,3.88,4,3.54,17,36,59,81,103,119,132,145,0,0,98.9,93.63,91.42,95.28,0,0,0
113040271,3.6,3.74,3.55,3.5,3.7,3.43,3.6,4,20,39,59,81,101,119,131,139,0,0,90.42,89,85.91,86.5,0,0,0
113040272,2.8,3.37,3.1,3.18,3.1,3,3.33,3,17,36,56,78,98,117,135,145,0,0,90.66,97.81,89.34,91.16,0,0,0
113040273,2.6,2.94,2.85,2.53,2.55,3,3.2,2.94,20,33,47,64,84,104,116,133,0,0,84.37,88.78,85.93,89.93,0,0,0
113040279,2.95,2.11,2.4,2.63,2.76,2.67,3.17,2.82,20,36,47,63,77,92,113,130,0,0,78.43,82.38,84.87,89.44,0,0,0
113040283,3,2.84,2.85,2.47,2.53,2.18,2.67,1.92,20,39,59,76,93,101,116,125,0,0,91.44,78.67,76,57.38,0,0,1
113040284,2.9,3.05,3.1,3.05,3.25,2.95,3.17,3.14,16,35,59,81,101,117,132,139,0,0,94.82,92.66,93.54,89.26,0,0,0
113040286,3.05,3.26,3.4,2.86,3.1,3,3.58,3.14,20,39,59,81,101,120,132,139,0,0,87.19,79.23,85.48,84.21,0,0,0
113040289,3.2,2.95,3.15,3.47,3.15,3.29,3.47,3.2,20,39,59,76,96,114,129,139,0,0,94.73,92.44,96.09,90.58,0,0,0
113040291,2.65,3.68,3.3,3.36,3.3,3.3,4,3,20,39,59,81,101,119,134,136,0,0,95.92,94.82,92.65,93.81,0,0,1
113040298,3.05,3.37,3.1,3.05,3.36,3.29,3.15,3.5,14,33,59,81,103,120,133,141,0,0,88.38,85.67,86.11,81.51,0,0,0
113040304,1.94,1,2,2.33,2.5,2.67,2.18,2.17,8,11,28,34,40,49,63,78,0,0,79.19,65.32,31.63,55.56,0,0,1
113040307,3,2.95,2.85,2.55,2.85,2.24,3.33,2.42,14,33,59,79,99,112,124,133,0,0,93.72,94.49,94.85,83.63,0,0,0
113040308,2.8,2.95,3.25,2.7,3.14,2.57,3.15,3.15,20,39,59,79,101,119,132,145,0,0,91.53,85.53,89.25,84.13,0,0,0
113040309,3.15,2.82,3.15,2.85,2.95,3.06,2.67,3.11,20,34,54,71,88,103,115,130,0,0,91.6,90.47,93.95,82.52,0,0,1
113040310,3.4,3.74,3.4,3.73,3,3.26,3.67,3,20,39,56,78,95,118,136,139,0,0,94.9,89.7,93.08,83.83,0,0,1
113040315,2.25,2.42,2.4,2.56,2.45,1.6,3.29,2.71,14,30,54,67,87,96,113,127,0,0,91.48,91.81,87.34,79.31,0,0,1
113040317,2.4,2.21,2,2.68,2.5,1.79,3,2.2,17,33,51,67,82,90,112,118,0,0,80.13,86.59,83.7,65.87,0,0,0
113040318,3.25,3.16,3.55,2.5,2.89,2.3,2.62,1,20,39,59,75,94,108,118,118,0,0,89.32,75.99,72.73,63.7,0,0,0
113040319,2.2,2.16,2.67,2.63,2.45,2,2.71,2.71,14,27,51,67,75,87,104,116,0,0,86.99,83.81,72.05,66.35,0,0,1
113040321,2.2,2.1,1.83,2.27,2.79,2.65,2.9,2.38,14,21,33,41,58,72,95,106,0,0,82.41,66.42,88.81,82.98,0,0,1
113040311,2.45,2.37,2.83,2.84,2.64,2.05,3.17,3.07,14,33,57,76,95,107,119,133,0,0,89.01,90.04,88.28,87.01,0,0,1
113040109,2.39,1.82,3,1.93,2.62,2.47,2.44,2.5,18,29,32,43,59,73,98,108,0,0,37.14,72.77,74.57,79.18,0,0,1
113040140,2.1,1.88,1.33,1.79,2.6,2,2.41,2.35,12,22,31,42,54,63,80,94,0,0,52.81,65.15,88.57,89.52,0,0,1
113040102,2.5,2.37,2.05,3.13,2.8,3.4,3.53,3,14,30,46,62,88,108,129,135,0,0,90.3,96.8,89.71,94.47,0,0,0
113020138,3.68,3.68,3.23,3.91,3.52,3.88,3.83,4,19,38,58,81,99,116,139,146,0,0,94.31,91.38,91.25,97.14,0,0,0
113040281,3.6,3.63,3.45,3.53,3.25,3.59,3.67,3.33,20,39,59,78,98,120,135,141,0,0,93.8,88.27,92.54,93.4,0,0,0
113040367,2.27,2.18,2.2,2.45,3,2,3,3.1,30,40,52,63,82,90,113,127,0,0,59.58,70.43,70.82,55.1,0,0,0
113040361,1.23,1,1,1,2.21,2,2.4,2.77,3,3,15,15,29,36,54,67,0,0,66.8,54.4,74.62,61.81,0,0,1
113040365,3.3,3.32,3.25,3.36,3.4,2.7,3.53,3.5,20,39,59,81,101,118,133,139,0,0,90.29,84.16,84.57,82.94,0,0,0
113040373,3.75,4,3.7,3.53,3.59,3.73,3.85,3.67,20,39,59,78,100,122,135,141,0,0,94.9,91.96,97.47,96.82,0,0,0
123040001,2.75,3.42,3.7,2.95,2.95,3.6,3.72,3.8,20,39,59,78,95,115,133,143,98.98,97.76,96.94,97.74,0,0,81.43,0,0
123040002,2.35,2.79,2.65,2.21,2.65,2.67,3.73,3.62,10,26,50,60,86,98,120,133,98.98,94.28,92.04,88.31,0,0,93.14,0,0
123010001,2.28,2.67,2.83,3.25,3.17,2.96,3.25,4,13,25,45,63,92,115,133,141,87.7,91.75,88.15,91.95,0,0,0,0,0
123030002,2,2.69,2.79,3,3,2.33,2.21,2,4,20,42,58,69,78,95,105,93.72,90.05,97.38,77.6,0,0,0,0,1
123020002,2.47,3.06,2.28,2.71,3.05,3.32,3.1,4,14,31,46,64,85,104,129,133,98.08,99.17,98.98,95.54,0,0,0,0,1
123040006,2.85,3.26,3.4,2.95,3.1,3.3,3.73,3.67,17,33,53,72,95,112,127,139,98.98,94.68,96.12,96.62,0,0,94,0,0
123040005,2.6,3.26,3.1,2.68,3.25,3.16,3.83,3.33,16,35,55,74,98,114,126,135,94.56,92.56,96.53,93.53,0,0,90,0,0
123040012,2.65,2.25,2.2,1.54,1.33,1.82,1.91,1.86,30,43,62,65,77,85,96,110,95.92,90.66,86.12,79.58,0,0,55.71,67.86,1
123040011,2.2,2.25,2,2.41,2.5,2.6,3,2.92,8,18,33,47,73,88,111,124,93.88,88.4,86.67,95.97,0,0,91.02,88.57,0
123040014,2.71,2.53,3.25,1.89,2.8,3,3.73,3.82,11,21,53,63,86,100,121,132,59.01,94.69,96.73,88.57,0,0,87.71,0,0
123020004,2.47,2.95,2.78,3.14,3.21,3.47,3,4,17,34,51,72,94,113,131,138,99.11,96.49,98.78,93.75,0,0,0,0,0
123030005,2.83,2.63,3,3.17,3.31,3,3.06,2.94,16,32,48,66,82,100,118,134,89.95,89.52,94.9,88.1,0,0,0,0,0
123030006,2.91,2.06,3.17,3.06,2.94,2.38,2.63,2.33,17,30,52,66,90,103,122,134,92.86,94.05,100,92.71,0,0,0,0,0
123020005,2.88,3.42,3.45,3.67,3.52,3.74,3.33,4,11,28,48,69,93,116,137,141,96.22,93.67,96.43,88.04,0,0,0,0,0
123030007,2.78,2.84,2.89,3.6,3.7,3.6,3.64,3.67,18,37,53,73,96,116,130,145,97.88,100,100,100,0,0,0,0,0
123020006,2.95,3.53,3.25,3.14,3.48,3.45,3.29,4,16,35,55,73,96,118,135,140,98.15,99.17,97.14,97.68,0,0,0,0,0
123040019,3.05,3.42,3.85,3.45,3.7,3.42,3.67,4,20,39,59,81,101,120,135,143,98.98,97.62,83.1,98.01,0,0,92,0,0
123020008,3.47,3.84,3.3,3.29,4,3.58,3.57,4,19,38,58,79,102,121,135,140,99.11,99.17,98.1,98.21,0,0,0,0,0
123010004,2.28,2.22,2.18,2.43,2.53,2.91,2.71,2.7,10,18,29,38,57,65,85,95,91.07,89.09,91.38,89.39,0,0,0,0,1
123020010,3.63,3.42,3.09,3.29,4,3.53,3.57,4,19,38,55,76,102,121,135,140,100,99.17,99.05,99.11,0,0,0,0,0
123020009,3.37,3.63,3.05,3.48,3.78,3.81,3.71,3.11,19,36,56,77,100,119,133,139,100,99.17,99.21,93.9,0,0,0,0,1
123040021,2.1,1.74,2.06,2.29,2.57,2.38,2.29,2.13,22,29,48,54,68,82,108,111,97.79,93.8,99.17,100,0,0,81.53,0,1
123030009,2.31,2.62,3.14,3.07,3.22,3.2,2.82,2.93,14,27,43,58,73,83,97,111,87.24,80.24,100,91.24,0,0,0,0,1
123010006,2.67,2.5,2.92,3.4,2.38,2.94,3.21,3.14,16,28,35,48,69,86,121,135,91.79,93.14,95.37,87.06,0,0,0,0,0
123020013,2.74,3.16,2.6,3.05,3.67,3.67,3.9,2.8,17,34,51,70,96,117,137,140,100,96.49,99.64,99.11,0,0,0,0,0
123020012,2.42,2.53,1.95,2.25,2.81,3.53,3,3.11,14,26,42,56,74,91,117,131,92.51,87.23,86.67,92.86,0,0,0,0,0
123020011,3.16,3.42,2.82,3.19,3.33,3.53,3.33,4,17,36,49,70,94,113,139,146,98.21,99.17,95.29,97.54,0,0,0,0,0
123040023,2.7,2.68,2.2,2.25,2.5,2,3.41,2.71,15,28,42,55,79,91,117,134,98.98,95.98,75.64,100,0,0,93.57,94.49,0
123020015,2.47,3.16,2.56,2.62,3,3.37,3.44,4,14,33,51,64,87,106,135,139,100,99.17,98.78,95.54,0,0,0,0,1
123040026,3.55,3.84,3.55,2.95,3.55,3.32,3.73,3.8,20,39,59,78,98,117,135,145,100,100,98.98,98.9,0,0,94.29,0,0
123020016,2.63,3.06,2.35,2.67,2.58,3.1,2.78,4,17,34,51,67,83,104,133,137,100,98.1,94.64,84.6,0,0,0,0,0
123030010,2.56,3,2.76,3.07,2.53,2.5,2.74,2.25,16,29,46,61,83,95,117,133,97.8,90,100,96.1,0,0,0,0,0
123050003,2.58,2.5,2.7,1.75,1.8,2.23,2,1.88,19,31,41,48,56,65,84,94,87.44,74.08,80.11,66.59,0,0,0,0,1
123020018,3.05,3.32,3.35,2.76,3.35,3.33,3.29,4,16,35,58,74,97,118,133,137,94.51,94.58,95.18,88.87,0,0,0,0,0
123020017,2.84,3.05,3.05,2.81,3.26,2.95,3.11,4,14,33,53,68,87,104,130,134,97.25,94.63,97.32,88.93,0,0,0,0,0
123040028,2,2.21,2.2,2.37,2.94,2.5,3.5,3,5,18,35,45,68,80,116,131,91.67,90.61,84.92,89.4,0,0,85.92,80,0
123020019,3.42,3.74,3.8,3.38,4,3.89,3.89,4,19,38,58,79,102,121,139,146,99.11,99.17,98.93,96.36,0,0,0,0,0
123020022,2.37,2.65,2.44,2.62,2.35,3,2.88,2.91,15,27,42,59,77,95,121,127,89.77,80.52,83.47,75.53,0,0,0,0,1
123010010,2.67,2.89,2.67,3.35,3.13,3.48,3.26,3.6,16,26,41,61,89,109,134,144,99.21,98.02,87.3,94.65,0,0,0,0,0
123020021,3,3.47,3.05,3.11,3.65,3.55,3.5,4,16,33,58,74,97,119,133,139,99.04,89.93,93.63,89.26,0,0,0,0,0
123020020,2.95,3.21,3,2.76,3.35,3.47,3.14,4,17,34,54,70,94,113,135,140,100,97.38,100,93.75,0,0,0,0,0
